leader,tweets,sentiment
Boris Johnson,This is my gorgeous son Jack He is six This was him after his 2nd open heart surgery HE WILL NOT BE COLLATERAL DAMAGE I,positive
Boris Johnson,If you have a new continuous cough OR a high temperature three hundred and seventy-eight degrees or higher you should stay at home for seven days,positive
Boris Johnson,"If you do not measure something you can not manage it Out of a population of sixty-seven million, five hundred thousand only thirty-seven thousand, seven hundred and forty-six people have been tested",neutral
Boris Johnson,UK Health Secretary confirms plan to isolate the over70s to protect them against coronavirus Things start moving now instead of just telling people to expect loved ones to die like BorisJohnson previously said Sent via updayUK,positive
Boris Johnson,RandomNever People s bailout all day long let us have a register for companies who can show they had to lay staff off due t,negative
Boris Johnson,I am so angry with how the UK government are dealing with the coronavirus absolutely shocking The tories have got this so wrong How are the rest of the world wrong with the way they are dealing with this crisis wake up BorisJohnson and the rest of your useless colleagues,negative
Boris Johnson,I can not ask any more from the government than to follow the advice of the scientific experts and keep us informed They,positive
Boris Johnson,BorisJohnson can we just cancel the coronavirus and go back to brexit COVID19 coronavirus,neutral
Boris Johnson,BorisJohnson 4If forty million people are infected and twenty of them are serious eight million ICU beds will be needed delaying the oneyear strategy and twenty-two thousand ICU beds will be needed every day There are only eight thousand ICU beds in the UK HighRiskCovid19 COVID19,negative
Boris Johnson,BorisJohnson it is time to be a sheep and follow the masses Time to lockdown Not for business but for our elderly population coronavirus lockdown,neutral
Boris Johnson,I do not remember Winston Churchill giving a you are all going to die speech during the war so why is BorisJohnson destroying morale during the coronavirus pandemic We get enough of that from the BBC BorisJohnson,negative
Boris Johnson,If you have symptoms of coronavirus it is important that you stay at home for seven days to help protect your friends and,positive
Boris Johnson,Why do not BorisJohnson and MattHancock selflessly infect themselves with coronavirus as they tell others to do for herd immunity oh they do not want to play Russian Roulette with THEIR lives only telling other people to play that game marr,negative
Boris Johnson,If you have a new continuous cough OR a high temperature three hundred and seventy-eight degrees or higher you should stay at home for seven days,positive
Boris Johnson,"If you do not measure something you can not manage it Out of a population of sixty-seven million, five hundred thousand only thirty-seven thousand, seven hundred and forty-six people have been tested",neutral
Boris Johnson,BorisJohnson Thinks back to the early days when you stood at a podium and lied that you had went to a hospital and shoo,positive
Boris Johnson,Sitting pondering over what I will face on my shift this afternoon If only some people could be in our shoes for a day they would see why staff with exceptional experience in critical illness are calling for help BorisJohnson COVID19 coronavirus nurse nhs so is,positive
Boris Johnson,BorisJohnson MattHancock the WHO are saying we need to keep testing people and thus tracing the virus but that is no lo,neutral
Boris Johnson,I can not ask any more from the government than to follow the advice of the scientific experts and keep us informed They,positive
Boris Johnson,Linny97460337 DrSarahJarvis confirms it is not just older people at risk from coronavirus and advises people to avo,positive
Boris Johnson,BorisJohnson no workers should be left out of pocket for selfisolating to avoid spreading Coronavirus If you agree add your name to this petition,neutral
Boris Johnson,Churchill is BorisJohnson s hero but he has appeased coronavirus covid19 like Chamberlain appeased Hitler killercowardice bbc5live,neutral
Boris Johnson,Credit cards amp loans will be on most people s minds to get by unless you work for BBC hopefully gov step up as soon as possible BorisJohnson coronavirus,positive
Boris Johnson,If you have a new continuous cough OR a high temperature three hundred and seventy-eight degrees or higher you should stay at home for seven days,positive
Boris Johnson,More Global experts slam the UK government for their approach to Coronavirus The British public deserve to know why Boris,positive
Boris Johnson,"If you do not measure something you can not manage it Out of a population of sixty-seven million, five hundred thousand only thirty-seven thousand, seven hundred and forty-six people have been tested",neutral
Boris Johnson,narendramodi spoke to British Prime Minister BorisJohnson and Israeli PM netanyahu and discussed the issue Covid19 pandem,neutral
Boris Johnson,Covid nineteen coronavirus targets the weakest in our community BorisJohnson Conservatives have been doing that since two thousand and ten too early to tell who is the biggest killer,positive
Boris Johnson,Hey BorisJohnson why the bizarre UK experiment to flatten the peak by keeping schools open Hoping to spread just th,positive
Boris Johnson,WATCH LIVE PM BorisJohnson holds a press conference on coronavirus,positive
Boris Johnson,macfadyenangus NicolaSturgeon BorisJohnson NicolaSturgeon can not even get two hospitals up and running in Edinburgh and Glasgow let alone protect the brave people of Scotland from coronavirus Please do declare Independence it would remove a huge financial drain on the UK,positive
Boris Johnson,BorisJohnson no workers should be left out of pocket for selfisolating to avoid spreading Coronavirus If you agree add your name to this petition,neutral
Boris Johnson,Please BorisJohnson 10DowningStreet can the government do something about shopstradersonline sellerscompanies deliberately profiting from coronavirusuk coronavirus fears,neutral
Boris Johnson,BorisJohnson MattHancock so now Eton has shut due to coronavirus are you going to take action to save the plebs aswell,negative
Boris Johnson,cliodiaspora Peston BorisJohnson coronaUK coronavirus Dear GOVUK Polite but urgent request to please appoint,neutral
Boris Johnson,BorisJohnson Thinks back to the early days when you stood at a podium and lied that you had went to a hospital and shoo,positive
