Sr. no.,tweets,sentiment,classification
232,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
233,coronaviruscare If I had a nuclear weapon I would destroy China coronavirus,neutral,reporting
234,coronaviruscare two thousand and eight publication needs to be re evaluated for covid19,neutral,reporting
235,coronaviruscare Living in a city where away from Wuhan only 80kms and I have not been to outside since Jan23 until today we are allowed to go out and work Hope we all will win the battle of fighting covid19 it is just unfortunately happened in my hometown please do not be racist and sorry,anger,opinion
236,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
237,A group of Dutch researchers from Erasmus Medical Center and Utrecht University have reported a human monoclonal antib,neutral,opinion
238,The worst is definitely over in China All it took them was three months Will the worst be over in Europe in three months,neutral,opinion
239,SARSCoV2 infects through ACE2 receptors leading to COVID19 pneumonia while also causing acute myocardial injury an,neutral,opinion
240,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
241,GoonerPranay Tatiacha coronaviruscare And they are going to avoid new cases how,neutral,reporting
242,Flatten the curve If you wish to survive Flatten the curve If you look to thrive Flatten the curve To beat the flu Fl,neutral,opinion
243,India Coronavirus positive cases in India reach one hundred two deaths have been reported,neutral,reporting
244,Imagine the blow to containment efforts if one person just one in that crowd carries the Coronavirus,neutral,opinion
245,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
246,India and the United States Two of the world s largest democracies seventeen billion people between them An all out effor,neutral,opinion
247,Please postpone ssc chsl exam start from 17march to 29march due to coronaviruscare DrJitendraSingh PMOIndia narendramodi NITIAayog myogiadityanath NitishKumar,neutral,opinion
248,coronaviruscare More help should go to Africa and those less affected countries prevention is better than cure,neutral,opinion
249,According to worldometer WHO coronaviruscare newsupdatetz CoronaVirusUpdates WHO,neutral,opinion
250,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
251,RussianEmbassy mfa_russia WHO coronaviruscare COVID19Tracking subgap 2019nCoVwatcher bbchealth goodhealth NHSuk R_S_P_H Meanwhile the US charges their own citizens to be tested,neutral,opinion
252,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
253,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
254,"COVID19 five thousand, seven hundred and ninety-eight deaths worldwide one thousand, four hundred and forty-one in Italy itself twenty-five deaths have happened in Italy",neutral,reporting
255,"coronaviruscare WHO Look at the list of cases Filter out the countries with a constant high temperature The number of cases is low From wiki about India s climate Temperatures average around three thousand, two hundred and forty C ninety thousand, one hundred and four F in most of the interior I think that India is fairly safe going by those stats",neutral,opinion
256,Small video to teach children importance of washing hands with soap during coronavirus coronavirus COVID19 CoronaVirusUpdates coronainfo coronavirus_in_ coronaviruscare IdahoCOVID19 InfoWuhan MoHFW_INDIA,neutral,joke
257,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
258,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
259,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
260,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
261,India and the United States Two of the world s largest democracies seventeen billion people between them An all out effor,neutral,opinion
262,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
263,Vijayabaskarofl CMOTamilNadu OfficeOfOPS MoHFW_INDIA narendramodi coronavirus_in_ coronaviruscare please do the need for tamilnadu sir,neutral,opinion
264,"BREAKING Italy reports three thousand, four hundred and ninety-seven new cases amp one hundred and seventy-five new deaths Total cases increase to twenty-one thousand, one hundred and fifty-seven and total deaths increase to",neutral,reporting
265,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
266,Tatiacha coronaviruscare You will when the lockdown is rescinded soon and the businesses resume,neutral,opinion
267,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
268,drharshvardhan MoHFW_INDIA coronaviruscare can anybody confirm what is the correct process for last rites Does it s,neutral,opinion
269,OfficialPSL TSSportingFC Bloem_Celtic TicketProSA We not going coronaviruscare e tletse nou,neutral,opinion
270,coronaviruscare Also Estonia Latvia and Lithuania are now locked down Finland surprisingly the only country in the region still very conservative about fighting measures Being right next to Sweden well quite explosive position,neutral,opinion
271,India and the United States Two of the world s largest democracies seventeen billion people between them An all out effor,neutral,opinion
272,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
273,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
274,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
275,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
276,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
277,The worst is definitely over in China All it took them was three months Will the worst be over in Europe in three months,neutral,opinion
278,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
279,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
280,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
281,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
282,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
283,Epidemiological analysis of an outbreak in Hong Kong revealed that blood group O was associated with a lower risk of S,neutral,opinion
284,"Norway Sweden Denmark Scandinavian nations two thousand, nine hundred and six positive cases between the three six deaths so far Death rate two",neutral,reporting
285,Flatten the curve If you wish to survive Flatten the curve If you look to thrive Flatten the curve To beat the flu Fl,neutral,opinion
